engine_size,cylinders,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb,mpgfuel_cons_comb,co2,transmission_manual,transmission_semi_automatic,fuel_type_encoded
1.5,4,6.6,6.0,6.3,45,145,False,True,3
1.5,4,7.6,6.1,6.9,41,159,True,False,3
1.5,4,8.3,6.5,7.5,38,172,False,False,3
1.5,4,8.3,6.9,7.7,37,177,True,False,3
3.5,6,12.3,8.5,10.6,27,244,False,False,3
3.5,6,13.3,9.3,11.5,25,265,False,False,3
3.5,6,13.9,9.7,12.0,24,276,False,False,3
3.5,6,15.2,11.3,13.4,21,308,False,False,3
1.6,4,8.8,6.3,7.7,37,177,False,False,3
1.6,4,8.7,6.4,7.7,37,177,True,False,3
2.0,4,9.8,7.2,8.6,33,198,False,False,3
2.0,4,9.8,7.0,8.5,33,196,True,False,3
5.0,8,15.7,10.2,13.2,21,304,False,False,4
3.8,6,13.0,8.7,11.1,25,255,False,False,3
3.3,6,13.0,9.1,11.2,25,258,False,False,3
3.3,6,13.3,9.5,11.6,24,267,False,False,3
2.4,4,11.6,8.7,10.3,27,237,False,False,3
2.0,4,12.9,9.7,11.5,25,264,False,False,3
2.4,4,12.5,9.4,11.1,25,255,False,False,3
2.0,4,11.4,7.5,9.6,29,221,False,False,3
2.4,4,9.8,7.0,8.5,33,196,False,False,3
2.4,4,6.5,5.9,6.2,46,143,False,True,3
2.4,4,6.6,5.9,6.3,45,145,False,True,3
2.0,4,10.2,8.2,9.3,30,214,False,False,3
2.0,4,11.4,8.6,10.1,28,232,True,False,3
2.4,4,11.3,8.3,10.0,28,230,False,False,3
2.0,4,11.4,9.3,10.5,27,242,False,False,3
2.4,4,11.6,9.3,10.6,27,244,False,False,3
1.6,4,8.6,6.6,7.7,37,177,False,True,3
1.6,4,9.1,6.7,8.0,35,184,True,False,3
1.6,4,9.9,7.5,8.8,32,202,False,False,3
1.6,4,9.7,7.1,8.5,33,196,True,False,3
3.7,6,12.0,8.0,10.2,28,235,False,True,4
3.7,6,12.6,8.7,10.8,26,248,False,True,4
3.5,6,8.2,6.7,7.5,38,172,False,True,4
3.5,6,8.7,7.5,8.2,34,189,False,True,4
3.7,6,13.3,9.4,11.5,25,265,False,True,4
3.7,6,13.6,9.3,11.7,24,269,False,True,4
3.7,6,14.3,9.8,12.3,23,283,True,False,4
3.7,6,12.9,8.9,11.1,25,255,False,True,4
3.7,6,13.5,9.3,11.6,24,267,True,False,4
3.7,6,12.8,8.9,11.0,26,253,False,True,4
5.6,8,14.5,9.5,12.3,23,283,False,True,4
3.7,6,13.2,9.6,11.6,24,267,False,True,4
5.6,8,15.0,10.2,12.8,22,294,False,True,4
3.5,6,8.0,7.0,7.6,37,175,False,True,4
3.7,6,13.6,9.6,11.8,24,271,False,True,4
3.5,6,11.9,9.0,10.6,27,244,False,True,4
3.5,6,12.3,9.3,11.0,26,253,False,True,4
2.5,4,8.8,8.2,8.5,33,196,False,True,3
3.7,6,14.5,10.7,12.8,22,294,False,True,4
5.0,8,16.6,11.9,14.5,19,334,False,True,4
5.6,8,17.4,12.1,15.0,19,345,False,True,4
3.0,6,11.8,8.4,10.3,27,237,False,True,4
3.0,6,12.2,8.7,10.6,27,244,False,True,4
5.0,8,15.0,10.2,12.8,22,294,False,True,4
2.0,4,12.3,8.2,10.5,27,242,False,True,4
3.0,6,14.7,9.1,12.2,23,281,False,True,4
5.0,8,15.7,10.3,13.3,21,306,False,True,4
5.0,8,21.3,14.1,18.1,16,290,False,True,1
5.0,8,15.7,10.3,13.3,21,306,False,True,4
3.0,6,14.6,9.6,12.4,23,285,False,True,4
5.0,8,15.8,10.2,13.3,21,306,False,True,4
5.0,8,20.6,13.6,17.5,16,280,False,True,1
3.0,6,14.7,9.6,12.4,23,285,False,True,4
5.0,8,15.8,10.2,13.3,21,306,False,True,4
5.0,8,20.6,13.6,17.5,16,280,False,True,1
5.0,8,15.8,10.2,13.3,21,306,False,True,4
5.0,8,15.8,10.2,13.3,21,306,False,True,4
5.0,8,15.1,10.6,13.1,22,301,False,True,4
5.0,8,14.8,9.9,12.6,22,290,False,True,4
5.0,8,15.9,10.9,13.7,21,315,False,True,4
5.0,8,15.6,10.9,13.5,21,310,False,True,4
5.0,8,15.9,10.9,13.7,21,315,False,True,4
5.0,8,15.6,10.9,13.5,21,310,False,True,4
2.4,4,10.9,7.7,9.5,30,218,False,False,3
3.2,6,12.3,8.3,10.5,27,242,False,False,3
2.4,4,11.3,8.3,10.0,28,230,False,False,3
3.2,6,12.5,8.8,10.8,26,248,False,False,3
2.4,4,11.4,8.6,10.1,28,232,False,False,3
3.2,6,12.5,9.1,11.0,26,253,False,False,3
2.4,4,12.1,9.4,10.9,26,251,False,False,3
3.2,6,13.4,9.5,11.6,24,267,False,False,3
2.0,4,10.7,8.8,9.9,29,228,False,True,3
2.0,4,11.1,8.3,9.8,29,225,False,False,3
2.0,4,10.2,7.8,9.1,31,209,True,False,3
2.4,4,11.1,8.3,9.8,29,225,False,False,3
2.4,4,10.3,8.3,9.4,30,216,True,False,3
2.4,4,11.4,8.7,10.2,28,235,False,False,3
2.4,4,10.3,8.4,9.4,30,216,True,False,3
2.4,4,11.7,10.3,11.1,25,255,False,True,3
5.7,8,17.3,11.7,14.8,19,340,False,False,3
3.0,6,11.2,8.4,9.9,29,267,False,False,0
3.6,6,13.9,9.8,12.1,23,278,False,False,3
3.6,6,17.7,13.0,15.6,18,250,False,False,1
6.4,8,18.5,12.6,15.8,18,363,False,False,4
2.0,4,10.7,8.8,9.9,29,228,False,True,3
2.0,4,11.1,8.3,9.8,29,225,False,False,3
2.0,4,10.2,7.8,9.1,31,209,True,False,3
2.4,4,11.1,8.3,9.8,29,225,False,False,3
2.4,4,10.3,8.3,9.4,30,216,True,False,3
2.4,4,11.4,8.7,10.2,28,235,False,False,3
2.4,4,10.3,8.4,9.4,30,216,True,False,3
2.4,4,11.7,10.3,11.1,25,255,False,True,3
3.6,6,14.1,11.1,12.8,22,294,False,False,3
3.6,6,14.2,11.0,12.8,22,294,True,False,3
3.6,6,14.8,11.7,13.4,21,308,False,False,3
3.6,6,15.0,11.4,13.4,21,308,True,False,3
3.3,6,12.7,8.8,10.9,26,251,False,False,3
1.8,4,9.6,6.6,8.3,34,191,False,False,3
1.8,4,9.3,6.4,8.0,35,184,True,False,3
2.0,4,9.8,6.6,8.4,34,193,False,False,3
2.0,4,9.7,6.8,8.4,34,193,True,False,3
1.6,4,11.1,8.0,9.7,29,223,False,False,3
1.6,4,11.1,8.2,9.8,29,225,True,False,3
2.0,4,9.7,6.8,8.4,34,193,False,False,3
2.0,4,9.8,7.0,8.5,33,196,True,False,3
1.6,4,10.6,7.9,9.4,30,216,False,False,3
1.6,4,10.8,8.1,9.6,29,221,True,False,3
2.0,4,9.6,7.0,8.4,34,193,False,False,3
2.0,4,9.8,7.2,8.6,33,198,True,False,3
2.0,4,11.7,7.6,9.9,29,228,False,False,3
2.4,4,10.2,6.8,8.7,32,200,False,False,3
2.4,4,6.5,5.9,6.2,46,143,False,True,3
2.4,4,6.7,6.0,6.4,44,147,False,True,3
1.6,4,8.7,6.3,7.6,37,175,False,False,3
1.6,4,8.7,6.4,7.7,37,177,True,False,3
1.6,4,8.5,6.4,7.6,37,175,False,False,3
2.0,4,10.5,7.5,9.2,31,212,False,False,3
2.0,4,10.8,7.4,9.3,30,214,True,False,3
3.5,6,13.7,9.9,12.0,24,276,False,False,3
2.4,4,11.8,8.5,10.3,27,237,False,False,3
3.3,6,12.9,9.5,11.4,25,262,False,False,3
2.4,4,12.3,9.3,11.0,26,253,False,False,3
3.3,6,13.4,9.9,11.8,24,271,False,False,3
1.6,4,9.8,7.9,8.9,32,205,False,False,3
1.6,4,9.9,7.8,9.0,31,207,True,False,3
2.0,4,10.1,7.8,9.1,31,209,False,False,3
2.0,4,9.7,7.8,8.8,32,202,False,False,3
2.4,4,11.4,8.3,10.0,28,230,False,False,3
2.4,4,12.9,9.3,11.3,25,260,True,False,3
2.0,4,12.7,9.7,11.4,25,262,False,False,3
2.4,4,12.0,9.1,10.7,26,246,False,False,3
6.5,12,22.8,12.9,18.3,15,421,False,False,4
5.2,10,18.0,12.8,15.7,18,361,False,False,4
5.2,10,20.6,13.5,17.4,16,400,True,False,4
2.0,4,13.5,9.9,11.9,24,274,False,True,4
3.0,6,16.3,12.4,14.5,19,334,False,True,4
2.0,4,11.3,7.9,9.8,29,225,False,True,4
2.0,4,11.3,7.9,9.8,29,225,False,True,4
5.0,8,18.0,12.2,15.4,18,354,False,True,4
5.0,8,17.2,12.5,15.1,19,347,False,True,4
5.0,8,25.0,16.9,21.4,13,342,False,True,1
3.0,6,14.2,10.2,12.4,23,285,False,True,4
3.0,6,14.2,10.2,12.4,23,285,False,True,4
3.0,6,19.4,14.9,17.4,16,278,False,True,1
5.0,8,17.3,12.2,15.0,19,345,False,True,4
5.0,8,16.6,12.3,14.7,19,338,False,True,4
5.0,8,24.0,16.6,20.7,14,331,False,True,1
3.0,6,14.1,10.1,12.3,23,283,False,True,4
3.0,6,14.1,10.1,12.3,23,283,False,True,4
3.0,6,19.4,14.8,17.3,16,277,False,True,1
5.0,8,18.0,12.2,15.4,18,354,False,True,4
5.0,8,17.2,12.5,15.1,19,347,False,True,4
5.0,8,25.0,16.9,21.4,13,342,False,True,1
1.8,4,5.5,5.8,5.6,50,129,False,True,3
2.5,4,5.8,6.2,6.0,47,138,False,True,3
3.5,6,11.3,7.6,9.6,29,221,False,True,3
3.5,6,12.1,8.3,10.4,27,239,False,True,4
3.5,6,12.5,9.1,11.0,26,253,False,True,4
3.5,6,7.7,7.4,7.6,37,175,False,True,4
4.6,8,15.7,11.8,13.9,20,320,False,True,4
2.5,6,11.2,7.8,9.7,29,223,False,True,4
2.5,6,11.8,8.7,10.4,27,239,False,True,4
2.5,6,11.2,7.8,9.7,29,223,False,True,4
3.5,6,12.2,8.7,10.6,27,244,False,True,4
3.5,6,12.5,9.1,11.0,26,253,False,True,4
3.5,6,12.1,8.7,10.6,27,244,False,True,4
5.0,8,14.6,10.1,12.6,22,290,False,True,4
4.6,8,14.5,9.6,12.3,23,283,False,True,4
4.6,8,15.1,10.3,12.9,22,297,False,True,4
4.6,8,15.1,10.3,12.9,22,297,False,True,4
5.0,8,12.0,10.7,11.4,25,262,False,True,4
5.7,8,18.8,13.6,16.5,17,380,False,True,4
3.5,6,13.3,9.8,11.7,24,269,False,True,3
3.5,6,12.7,9.1,11.1,25,255,False,True,3
3.5,6,7.9,8.6,8.2,34,189,False,True,4
3.5,6,13.7,9.4,11.8,24,271,False,True,3
3.7,6,13.1,9.0,11.3,25,260,False,True,3
3.5,6,14.8,10.4,12.8,22,294,False,True,3
2.0,4,11.5,8.5,10.2,28,235,False,True,3
3.7,6,14.0,9.9,12.2,23,281,False,False,3
3.7,6,13.7,10.4,12.2,23,281,False,True,3
2.0,4,10.5,7.1,9.0,31,207,False,True,3
3.7,6,13.1,9.3,11.4,25,262,False,True,3
2.0,4,6.2,6.4,6.3,45,145,False,True,3
5.4,8,18.2,13.3,16.0,18,368,False,False,3
5.4,8,24.5,18.0,21.6,13,346,False,False,1
3.0,6,15.2,9.6,12.7,22,292,False,True,4
3.0,6,15.2,9.6,12.7,22,292,False,True,4
4.7,8,18.2,11.4,15.1,19,347,False,True,4
4.7,8,18.2,11.7,15.3,18,352,False,True,4
3.8,8,17.6,10.7,14.5,19,334,False,True,4
3.0,6,15.9,9.7,13.1,22,301,False,True,4
2.0,4,8.9,7.3,8.2,34,189,False,True,3
2.0,4,9.0,6.8,8.0,35,184,True,False,3
2.5,4,9.6,7.4,8.6,33,198,False,True,3
2.0,4,9.3,7.6,8.5,33,196,False,True,3
2.5,4,9.8,7.9,8.9,32,205,False,True,3
3.7,6,14.2,10.0,12.3,23,283,False,True,3
3.7,6,14.3,10.6,12.6,22,290,False,True,3
1.5,4,8.4,6.9,7.7,37,177,False,False,3
1.5,4,8.0,6.7,7.4,38,170,True,False,3
2.0,4,7.9,5.7,6.9,41,159,False,True,3
2.0,4,8.0,5.8,7.0,40,161,True,False,3
2.5,4,8.4,6.1,7.4,38,170,False,True,3
2.5,4,8.3,6.1,7.3,39,168,False,True,3
2.0,4,8.0,5.8,7.0,40,161,True,False,3
2.0,4,8.0,5.9,7.1,40,163,False,True,3
2.0,4,8.2,5.9,7.2,39,166,True,False,3
2.5,4,8.7,6.5,7.7,37,177,False,True,3
2.5,4,8.2,6.1,7.3,39,168,False,True,3
2.0,4,8.2,5.9,7.2,39,166,True,False,3
2.5,4,10.8,8.4,9.7,29,223,False,True,3
2.5,4,11.1,8.3,9.8,29,225,True,False,3
2.5,4,8.8,6.2,7.6,37,175,False,True,3
2.5,4,9.4,6.4,8.1,35,186,True,False,3
2.5,4,8.4,5.9,7.3,39,168,False,True,3
2.0,4,11.5,8.5,10.2,28,235,False,True,4
2.0,4,10.5,8.5,9.6,29,221,True,False,4
2.0,4,11.1,8.4,9.9,29,228,True,False,4
2.0,4,9.2,6.6,8.0,35,184,False,True,4
1.8,4,10.9,7.5,9.4,30,216,False,True,4
1.8,4,11.0,7.4,9.4,30,216,False,True,4
3.5,6,12.2,8.5,10.5,27,242,False,True,4
3.5,6,16.4,11.1,14.0,20,224,False,True,1
3.5,6,12.0,8.6,10.5,27,242,False,True,4
3.5,6,11.9,8.6,10.4,27,239,False,True,4
3.5,6,12.1,8.7,10.6,27,244,False,True,4
3.5,6,12.1,8.6,10.5,27,242,False,True,4
6.2,8,17.7,11.9,15.1,19,347,False,True,4
6.2,8,17.9,12.2,15.3,18,352,False,True,4
4.7,8,15.4,10.4,13.2,21,304,False,True,4
5.5,8,15.4,11.0,13.4,21,308,False,True,4
2.0,4,9.1,6.2,7.8,36,179,False,True,4
2.0,4,10.3,7.8,9.2,31,212,False,True,4
4.7,8,13.3,9.4,11.5,25,264,False,True,4
5.5,8,15.1,10.7,13.1,22,301,False,True,4
5.5,8,15.1,10.7,13.1,22,301,False,True,4
2.1,4,8.5,5.7,7.2,39,194,False,True,0
3.5,6,11.8,8.2,10.2,28,235,False,True,4
3.5,6,11.6,8.1,10.0,28,230,False,True,4
3.5,6,11.9,8.5,10.4,27,239,False,True,4
3.5,6,12.1,8.6,10.5,27,242,False,True,4
3.5,6,12.0,8.5,10.4,27,239,False,True,4
3.5,6,11.9,8.2,10.2,28,235,False,True,4
3.5,6,9.6,7.9,8.8,32,202,False,True,4
4.7,8,13.6,9.1,11.6,24,267,False,True,4
4.7,8,13.7,9.3,11.7,24,269,False,True,4
4.7,8,13.4,8.9,11.4,25,262,False,True,4
5.5,8,15.0,10.3,12.9,22,297,False,True,4
5.5,8,15.5,11.0,13.5,21,310,False,True,4
5.5,8,15.0,10.3,12.9,22,297,False,True,4
5.5,8,15.5,11.0,13.5,21,310,False,True,4
5.5,8,20.0,15.9,18.2,16,419,False,True,4
5.5,8,19.4,15.7,17.7,16,407,False,True,4
3.0,6,13.4,10.2,12.0,24,324,False,True,0
4.7,8,17.1,12.8,15.2,19,350,False,True,4
4.7,8,17.6,13.1,15.6,18,359,False,True,4
5.5,8,17.7,13.4,15.8,18,363,False,True,4
2.1,4,9.6,7.1,8.5,33,230,False,True,0
3.5,6,12.6,9.6,11.3,25,260,False,True,4
3.5,6,13.4,10.5,12.1,23,278,False,True,4
3.5,6,17.8,13.8,16.0,18,256,False,True,1
3.0,6,11.8,8.5,10.3,27,278,False,True,0
4.7,8,16.2,11.8,14.2,20,327,False,True,4
5.5,8,17.2,13.5,15.5,18,356,False,True,4
4.7,8,14.3,9.5,12.1,23,278,False,True,4
4.7,8,14.2,9.4,12.0,24,276,False,True,4
5.5,8,15.6,10.3,13.2,21,304,False,True,4
4.7,8,13.4,9.6,11.7,24,269,False,True,4
5.5,8,14.8,10.2,12.7,22,292,False,True,4
6.0,8,16.7,11.2,14.2,20,327,False,True,4
1.8,4,10.3,7.2,8.9,32,205,False,True,4
1.8,4,10.4,7.3,9.0,31,207,True,False,4
3.5,6,11.1,8.1,9.8,29,225,False,True,4
5.5,8,12.3,8.7,10.7,26,246,False,True,4
6.2,8,18.7,13.9,16.5,17,380,False,True,4
6.2,8,18.2,12.6,15.7,18,361,False,True,4
6.2,8,18.2,12.6,15.7,18,361,False,True,4
1.6,4,8.7,6.6,7.8,36,179,False,False,4
1.6,4,8.6,6.8,7.8,36,179,True,False,4
1.6,4,8.7,6.6,7.8,36,179,False,False,4
1.6,4,8.6,6.8,7.8,36,179,True,False,4
1.6,4,9.4,7.9,8.7,32,200,False,False,4
1.6,4,8.6,6.8,7.8,36,179,True,False,4
1.6,4,8.5,6.6,7.6,37,175,False,False,4
1.6,4,8.0,6.4,7.3,39,168,True,False,4
1.6,4,9.4,7.9,8.7,32,200,False,False,4
1.6,4,8.6,6.8,7.8,36,179,True,False,4
1.6,4,8.7,6.6,7.8,36,179,False,False,4
1.6,4,8.6,6.8,7.8,36,179,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,10.0,7.8,9.0,31,207,False,False,4
1.6,4,9.3,7.5,8.5,33,196,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,10.0,7.8,9.0,31,207,False,False,4
1.6,4,9.3,7.5,8.5,33,196,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,10.0,7.8,9.0,31,207,False,False,4
1.6,4,9.3,7.5,8.5,33,196,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
1.6,4,10.0,7.8,9.0,31,207,False,False,4
1.6,4,9.3,7.5,8.5,33,196,True,False,4
1.6,4,9.3,7.0,8.3,34,191,False,False,4
1.6,4,9.1,6.7,8.0,35,184,True,False,4
2.0,4,9.2,7.0,8.2,34,189,False,True,3
2.0,4,9.6,6.8,8.3,34,191,True,False,3
2.4,4,10.5,8.2,9.5,30,218,False,True,3
2.0,4,14.2,10.5,12.5,23,288,False,True,4
2.0,4,14.0,10.3,12.3,23,283,True,False,4
2.0,4,13.4,9.4,11.6,24,267,False,True,4
2.0,4,9.6,7.3,8.6,33,198,False,True,3
2.0,4,9.8,7.1,8.6,33,198,True,False,3
1.2,3,6.4,5.4,6.0,47,138,False,True,3
1.2,3,7.0,5.6,6.4,44,147,True,False,3
2.4,4,9.5,7.5,8.6,33,198,False,True,3
2.4,4,9.9,8.1,9.1,31,209,False,True,3
3.0,6,11.5,8.5,10.2,28,235,False,True,4
2.0,4,9.6,7.6,8.7,32,200,False,True,3
2.0,4,9.9,7.5,8.8,32,202,True,False,3
2.0,4,9.8,8.0,9.0,31,207,False,True,3
3.7,6,12.6,9.1,11.0,26,253,False,True,4
3.7,6,13.3,9.3,11.5,25,264,True,False,4
3.7,6,13.0,9.5,11.4,25,262,False,True,4
3.7,6,13.5,9.6,11.7,24,269,True,False,4
2.5,4,8.7,6.2,7.6,37,175,False,True,3
3.5,6,10.8,7.4,9.3,30,214,False,True,3
5.6,8,19.1,13.4,16.5,17,380,False,False,3
2.5,4,13.7,10.6,12.3,23,283,False,False,3
2.5,4,12.2,10.2,11.3,25,260,True,False,3
4.0,6,14.7,10.2,12.7,22,292,False,False,3
4.0,6,15.7,11.2,13.7,21,315,False,False,3
4.0,6,14.8,11.0,13.1,22,301,True,False,3
3.8,6,14.5,10.9,12.9,22,297,False,True,4
1.6,4,8.7,7.3,8.1,35,186,False,True,4
1.6,4,9.5,7.6,8.6,33,198,True,False,4
1.6,4,9.3,7.9,8.7,32,200,False,True,4
3.5,6,12.3,9.1,10.9,26,251,False,True,4
3.5,6,13.2,10.1,11.8,24,271,False,True,3
2.0,4,10.0,8.5,9.3,30,214,False,True,3
3.5,6,12.0,8.9,10.6,27,244,False,True,3
3.5,6,12.3,9.3,11.0,26,253,False,True,3
2.5,4,9.1,8.5,8.8,32,202,False,True,3
3.5,6,12.5,9.5,11.1,25,255,False,True,3
2.5,4,9.2,7.2,8.3,34,191,False,True,3
2.5,4,9.5,7.4,8.6,33,198,False,True,3
1.8,4,7.8,6.0,7.0,40,161,False,True,3
1.8,4,8.7,6.6,7.8,36,179,True,False,3
5.6,8,17.9,12.8,15.6,18,359,False,False,3
5.6,8,19.7,14.3,17.3,16,398,False,False,3
1.6,4,7.2,5.8,6.6,43,152,False,True,3
1.6,4,8.6,6.5,7.7,37,177,True,False,3
4.0,6,16.1,11.9,14.2,20,327,False,False,3
4.0,6,15.2,11.9,13.7,21,315,True,False,3
3.4,6,11.6,8.3,10.1,28,232,False,True,4
3.4,6,12.5,8.6,10.7,26,246,True,False,4
3.4,6,11.8,8.5,10.3,27,237,False,True,4
3.4,6,12.4,8.6,10.7,26,246,True,False,4
3.4,6,12.0,8.7,10.5,27,242,False,True,4
3.4,6,12.6,9.0,11.0,26,253,True,False,4
3.8,6,12.3,8.9,10.8,26,248,False,True,4
3.8,6,12.8,8.9,11.0,26,253,True,False,4
3.8,6,12.7,9.0,11.0,26,253,False,True,4
3.8,6,12.9,9.1,11.2,25,258,True,False,4
3.4,6,11.6,8.3,10.1,28,232,False,True,4
3.4,6,12.4,8.6,10.7,26,246,True,False,4
3.8,6,12.1,8.7,10.6,27,244,False,True,4
3.8,6,12.6,8.6,10.8,26,248,True,False,4
3.8,6,12.4,8.7,10.7,26,246,False,True,4
3.8,6,12.6,8.8,10.9,26,251,True,False,4
3.8,6,16.0,11.5,14.0,20,322,False,True,4
3.8,6,13.7,9.6,11.9,24,274,False,True,4
3.8,6,13.7,9.6,11.9,24,274,False,True,4
3.8,6,13.7,9.6,11.9,24,274,False,True,4
3.8,6,13.7,9.6,11.9,24,274,False,True,4
2.7,6,10.7,7.4,9.2,31,212,False,True,4
2.7,6,11.5,7.9,9.9,29,228,True,False,4
3.4,6,11.3,7.9,9.8,29,225,False,True,4
3.4,6,11.9,8.6,10.4,27,239,True,False,4
3.6,6,14.1,10.2,12.4,23,290,False,False,4
3.6,6,15.8,10.9,13.6,21,313,True,False,4
3.0,6,11.8,8.1,10.2,28,277,False,False,0
4.8,8,16.7,11.5,14.4,20,338,False,False,4
4.8,8,15.5,10.7,13.2,21,310,False,False,4
3.0,6,11.8,9.9,10.9,26,251,False,False,4
4.8,8,16.3,11.0,13.9,20,326,False,False,4
4.8,8,18.0,11.9,15.2,19,358,False,False,4
2.7,6,10.7,7.4,9.2,31,212,False,True,4
2.7,6,11.5,7.9,9.9,29,228,True,False,4
3.4,6,11.3,7.9,9.8,29,225,False,True,4
3.4,6,11.9,8.6,10.4,27,239,True,False,4
3.6,6,12.9,8.4,10.9,26,251,False,True,4
3.6,6,13.1,8.7,11.1,25,255,False,True,4
3.0,6,13.4,8.8,11.3,25,260,False,True,4
3.0,6,13.7,8.9,11.5,25,264,False,True,4
4.8,8,15.1,9.7,12.7,22,292,False,True,4
3.0,6,13.4,8.8,11.3,25,260,False,True,4
4.8,8,15.3,9.7,12.8,22,294,False,True,4
4.8,8,15.4,9.8,12.9,22,297,False,True,4
5.7,8,17.1,12.0,14.8,19,340,False,False,3
5.7,8,15.8,10.9,13.6,21,313,False,False,3
5.7,8,17.6,12.7,15.4,18,354,False,False,3
5.7,8,16.3,11.5,14.1,20,324,False,False,3
3.0,6,12.1,8.8,10.6,27,286,False,False,0
3.6,6,14.6,10.1,12.6,22,290,False,False,3
3.6,6,20.5,14.5,17.8,16,285,False,False,1
3.0,6,11.6,8.4,10.2,28,275,False,False,0
3.6,6,13.9,9.5,11.9,24,274,False,False,3
3.6,6,19.4,13.6,16.8,17,269,False,False,1
3.6,6,12.9,9.3,11.3,25,260,False,False,3
3.6,6,13.3,9.1,11.4,25,262,False,False,3
3.6,6,18.6,12.7,15.9,18,254,False,False,1
6.6,12,19.1,12.3,16.0,18,368,False,False,4
6.6,12,19.1,12.3,16.0,18,368,False,False,4
6.7,12,20.7,12.8,17.1,17,393,False,False,4
6.7,12,20.7,12.8,17.1,17,393,False,False,4
6.7,12,20.7,12.7,17.1,17,393,False,False,4
6.7,12,20.7,12.7,17.1,17,393,False,False,4
6.6,12,18.7,11.8,15.6,18,359,False,False,4
2.0,4,9.6,7.0,8.4,34,193,False,True,4
2.0,4,10.9,7.8,9.5,30,218,True,False,4
1.3,4,6.6,5.7,6.2,46,143,False,True,3
2.5,4,10.2,7.5,9.0,31,207,False,True,3
2.5,4,10.2,7.6,9.0,31,207,True,False,3
2.4,4,10.9,8.6,9.9,29,228,False,True,3
2.4,4,10.9,8.6,9.9,29,228,True,False,3
1.8,4,8.8,7.1,8.0,35,184,False,False,3
1.8,4,8.6,7.1,7.9,36,182,True,False,3
1.0,3,6.9,5.7,6.4,44,147,False,True,4
1.0,3,6.9,5.7,6.4,44,147,False,True,4
8.4,10,20.0,13.0,16.9,17,389,True,False,4
8.4,10,20.0,13.0,16.9,17,389,True,False,4
2.0,4,9.6,7.1,8.5,33,196,False,True,4
2.0,4,11.0,7.9,9.6,29,221,True,False,4
2.0,4,10.2,8.6,9.5,30,218,False,True,4
2.5,4,9.6,7.4,8.6,33,198,False,True,3
2.5,4,10.9,8.3,9.7,29,223,True,False,3
2.0,4,8.7,6.6,7.8,36,179,False,True,3
2.0,4,9.6,7.1,8.5,33,196,True,False,3
2.5,4,12.6,9.5,11.2,25,258,True,False,4
2.5,4,14.2,10.4,12.5,23,288,True,False,4
2.0,4,8.7,6.6,7.8,36,179,False,True,3
2.0,4,9.6,7.1,8.5,33,196,True,False,3
2.5,4,12.6,9.5,11.2,25,258,True,False,4
2.5,4,14.2,10.4,12.5,23,288,True,False,4
2.5,4,9.7,7.3,8.6,33,198,False,True,3
2.5,4,11.3,8.2,9.9,29,228,True,False,3
3.6,6,13.3,9.5,11.6,24,267,False,True,3
2.5,4,9.9,7.8,9.0,31,207,False,True,3
2.5,4,10.8,8.5,9.8,29,225,True,False,3
3.6,6,13.4,9.7,11.7,24,269,False,True,3
3.6,6,14.7,11.1,13.1,22,301,False,True,3
2.0,4,9.5,7.2,8.5,33,196,False,True,3
2.0,4,10.2,8.0,9.2,31,212,True,False,3
2.0,4,8.1,7.2,7.7,37,177,False,True,3
4.0,6,14.3,11.1,12.9,22,297,False,True,3
4.0,6,14.3,11.1,12.9,22,297,False,True,3
3.5,6,11.3,7.6,9.6,29,221,False,True,3
2.5,4,9.5,6.6,8.2,34,189,False,True,3
3.5,6,11.1,7.8,9.6,29,221,False,True,3
2.5,4,5.5,5.9,5.7,50,131,False,True,3
2.5,4,5.8,6.2,6.0,47,138,False,True,3
1.8,4,8.6,6.5,7.7,37,177,False,False,3
1.8,4,8.1,6.3,7.3,39,168,False,True,3
1.8,4,8.0,5.9,7.1,40,163,False,True,3
1.8,4,8.3,6.3,7.4,38,170,True,False,3
1.8,4,7.7,5.6,6.8,42,156,False,True,3
1.8,4,7.8,5.9,6.9,41,159,False,True,3
1.8,4,9.4,7.5,8.5,33,196,False,False,3
1.8,4,8.9,7.3,8.2,34,189,True,False,3
4.0,6,14.3,11.2,12.9,22,297,False,False,3
4.0,6,15.4,12.1,13.9,20,320,True,False,3
2.7,4,11.7,8.6,10.3,27,237,False,True,3
3.5,6,12.6,9.4,11.2,25,258,False,True,3
3.5,6,13.0,9.7,11.5,25,264,False,True,3
3.5,6,8.0,8.6,8.3,34,191,False,True,3
